#SequenceID	AAtype	Start	Stop	Score
>YBL007C SLA1 SGDID:S000000103, Chr II from 216366-212632, Genome Release 64-2-1, reverse complement, Verified ORF, "Cytoskeletal protein binding protein; required for assembly of the cortical actin cytoskeleton; interacts with proteins regulating actin dynamics and proteins required for endocytosis; found in the nucleus and cell cortex; has 3 SH3 domains"	R	570	618	41
>YBL008W HIR1 SGDID:S000000104, Chr II from 209653-212175, Genome Release 64-2-1, Verified ORF, "Subunit of the HIR complex; HIR is a nucleosome assembly complex involved in regulation of histone gene transcription; contributes to nucleosome formation, heterochromatic gene silencing, and formation of functional kinetochores"	S	425	602	62
>YBL009W ALK2 SGDID:S000000105, Chr II from 207194-209224, Genome Release 64-2-1, Verified ORF, "Protein kinase; along with its paralog, ALK1, required for proper spindle positioning and nuclear segregation following mitotic arrest, proper organization of cell polarity factors in mitosis, proper localization of formins and polarity factors, and survival in cells that activate spindle assembly checkpoint; phosphorylated in response to DNA damage; ALK2 has a paralog, ALK1, that arose from the whole genome duplication; similar to mammalian haspins"	S	22	363	151
>YBL011W SCT1 SGDID:S000000107, Chr II from 203538-205817, Genome Release 64-2-1, Verified ORF, "Glycerol 3-phosphate/dihydroxyacetone phosphate sn-1 acyltransferase; dual substrate-specific acyltransferase of the glycerolipid biosynthesis pathway; prefers 16-carbon fatty acids; similar to Gpt2p; gene is constitutively transcribed"	E	603	758	118
>YBL011W SCT1 SGDID:S000000107, Chr II from 203538-205817, Genome Release 64-2-1, Verified ORF, "Glycerol 3-phosphate/dihydroxyacetone phosphate sn-1 acyltransferase; dual substrate-specific acyltransferase of the glycerolipid biosynthesis pathway; prefers 16-carbon fatty acids; similar to Gpt2p; gene is constitutively transcribed"	S	636	701	53
>YBL014C RRN6 SGDID:S000000110, Chr II from 201748-199064, Genome Release 64-2-1, reverse complement, Verified ORF, "Component of the core factor (CF) rDNA transcription factor complex; CF is required for transcription of 35S rRNA genes by RNA polymerase I and is composed of Rrn6p, Rrn7p, and Rrn11p"	D	74	102	48
>YBL014C RRN6 SGDID:S000000110, Chr II from 201748-199064, Genome Release 64-2-1, reverse complement, Verified ORF, "Component of the core factor (CF) rDNA transcription factor complex; CF is required for transcription of 35S rRNA genes by RNA polymerase I and is composed of Rrn6p, Rrn7p, and Rrn11p"	S	761	888	43
>YBL017C PEP1 SGDID:S000000113, Chr II from 191583-186844, Genome Release 64-2-1, reverse complement, Verified ORF, "Type I transmembrane sorting receptor for multiple vacuolar hydrolases; cycles between the late-Golgi and prevacuolar endosome-like compartments"	S	180	225	42
>YBL017C PEP1 SGDID:S000000113, Chr II from 191583-186844, Genome Release 64-2-1, reverse complement, Verified ORF, "Type I transmembrane sorting receptor for multiple vacuolar hydrolases; cycles between the late-Golgi and prevacuolar endosome-like compartments"	D	1502	1579	41
>YBL019W APN2 SGDID:S000000115, Chr II from 184353-185915, Genome Release 64-2-1, Verified ORF, "Class II abasic (AP) endonuclease involved in repair of DNA damage; homolog of human HAP1 and E. coli exoIII"	K	399	467	48
>YBL022C PIM1 SGDID:S000000118, Chr II from 181275-177874, Genome Release 64-2-1, reverse complement, Verified ORF, "ATP-dependent Lon protease; involved in degradation of misfolded proteins in mitochondria; required for biogenesis and maintenance of mitochondria"	E	287	368	82
>YBL022C PIM1 SGDID:S000000118, Chr II from 181275-177874, Genome Release 64-2-1, reverse complement, Verified ORF, "ATP-dependent Lon protease; involved in degradation of misfolded proteins in mitochondria; required for biogenesis and maintenance of mitochondria"	S	842	905	62
>YBL022C PIM1 SGDID:S000000118, Chr II from 181275-177874, Genome Release 64-2-1, reverse complement, Verified ORF, "ATP-dependent Lon protease; involved in degradation of misfolded proteins in mitochondria; required for biogenesis and maintenance of mitochondria"	S	89	170	59
>YBL022C PIM1 SGDID:S000000118, Chr II from 181275-177874, Genome Release 64-2-1, reverse complement, Verified ORF, "ATP-dependent Lon protease; involved in degradation of misfolded proteins in mitochondria; required for biogenesis and maintenance of mitochondria"	D	100	140	45
>YBL023C MCM2 SGDID:S000000119, Chr II from 177526-174920, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein involved in DNA replication; component of the Mcm2-7 hexameric helicase complex that binds chromatin as a part of the pre-replicative complex; relative distribution to the nucleus increases upon DNA replication stress"	E	2	180	81
>YBL023C MCM2 SGDID:S000000119, Chr II from 177526-174920, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein involved in DNA replication; component of the Mcm2-7 hexameric helicase complex that binds chromatin as a part of the pre-replicative complex; relative distribution to the nucleus increases upon DNA replication stress"	E	688	754	66
>YBL024W NCL1 SGDID:S000000120, Chr II from 172534-174588, Genome Release 64-2-1, Verified ORF, "S-adenosyl-L-methionine-dependent tRNA: m5C-methyltransferase; methylates cytosine to m5C at several positions in tRNAs and intron-containing pre-tRNAs; increases proportion of tRNALeu(CAA) with m5C at wobble position in response to hydrogen peroxide, causing selective translation of mRNA from genes enriched in TTG codon; loss of NCL1 confers hypersensitivity to oxidative stress; similar to Nop2p and human proliferation associated nucleolar protein p120"	E	409	457	44
>YBL027W RPL19B SGDID:S000000123, Chr II from 168423-168424,168809-169376, Genome Release 64-2-1, Verified ORF, "Ribosomal 60S subunit protein L19B; rpl19a and rpl19b single null mutations result in slow growth, while the double null mutation is lethal; homologous to mammalian ribosomal protein L19, no bacterial homolog; RPL19B has a paralog, RPL19A, that arose from the whole genome duplication"	R	60	181	40
>YBL028C YBL028C SGDID:S000000124, Chr II from 167838-167518, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein of unknown function that may interact with ribosomes; green fluorescent protein (GFP)-fusion protein localizes to the nucleolus; predicted to be involved in ribosome biogenesis"	K	3	100	68
>YBL029W YBL029W SGDID:S000000125, Chr II from 166134-167264, Genome Release 64-2-1, Uncharacterized ORF, "Non-essential protein of unknown function"	N	13	104	145
>YBL029W YBL029W SGDID:S000000125, Chr II from 166134-167264, Genome Release 64-2-1, Uncharacterized ORF, "Non-essential protein of unknown function"	S	136	276	115
>YBL031W SHE1 SGDID:S000000127, Chr II from 161699-162715, Genome Release 64-2-1, Verified ORF, "Mitotic spindle protein; interacts with components of the Dam1 (DASH) complex, its effector Sli15p, and microtubule-associated protein Bim1p; also localizes to nuclear microtubules and to the bud neck in a ring-shaped structure; inhibits dynein function"	S	10	333	99
>YBL032W HEK2 SGDID:S000000128, Chr II from 160184-161329, Genome Release 64-2-1, Verified ORF, "RNA binding protein involved in asymmetric localization of ASH1 mRNA; represses translation of ASH1 mRNA, an effect reversed by Yck1p-dependent phosphoryation; regulates telomere position effect and length; similarity to hnRNP-K"	E	333	381	53
>YBL034C STU1 SGDID:S000000130, Chr II from 158389-153848, Genome Release 64-2-1, reverse complement, Verified ORF, "Component of the mitotic spindle; binds to interpolar microtubules via its association with beta-tubulin (Tub2p); required for interpolar microtubules to provide an outward force on the spindle poles"	S	548	795	133
>YBL034C STU1 SGDID:S000000130, Chr II from 158389-153848, Genome Release 64-2-1, reverse complement, Verified ORF, "Component of the mitotic spindle; binds to interpolar microtubules via its association with beta-tubulin (Tub2p); required for interpolar microtubules to provide an outward force on the spindle poles"	N	182	218	50
>YBL034C STU1 SGDID:S000000130, Chr II from 158389-153848, Genome Release 64-2-1, reverse complement, Verified ORF, "Component of the mitotic spindle; binds to interpolar microtubules via its association with beta-tubulin (Tub2p); required for interpolar microtubules to provide an outward force on the spindle poles"	E	981	1213	50
>YBL034C STU1 SGDID:S000000130, Chr II from 158389-153848, Genome Release 64-2-1, reverse complement, Verified ORF, "Component of the mitotic spindle; binds to interpolar microtubules via its association with beta-tubulin (Tub2p); required for interpolar microtubules to provide an outward force on the spindle poles"	N	5	21	45
>YBL035C POL12 SGDID:S000000131, Chr II from 153610-151493, Genome Release 64-2-1, reverse complement, Verified ORF, "B subunit of DNA polymerase alpha-primase complex; required for initiation of DNA replication during mitotic and premeiotic DNA synthesis; also functions in telomere capping and length regulation"	S	76	230	65
>YBL037W APL3 SGDID:S000000133, Chr II from 147209-150286, Genome Release 64-2-1, Verified ORF, "Alpha-adaptin; large subunit of the clathrin associated protein complex (AP-2); involved in vesicle mediated transport"	S	668	749	52
>YBL043W ECM13 SGDID:S000000139, Chr II from 136688-137461, Genome Release 64-2-1, Verified ORF, "Non-essential protein of unknown function; induced by treatment with 8-methoxypsoralen and UVA irradiation; ECM13 has a paralog, YJR115W, that arose from the whole genome duplication"	D	91	147	66
>YBL045C COR1 SGDID:S000000141, Chr II from 135516-134143, Genome Release 64-2-1, reverse complement, Verified ORF, "Core subunit of the ubiquinol-cytochrome c reductase complex; the ubiquinol-cytochrome c reductase complex (bc1 complex) is a component of the mitochondrial inner membrane electron transport chain"	S	6	143	47
>YBL046W PSY4 SGDID:S000000142, Chr II from 132424-133749, Genome Release 64-2-1, Verified ORF, "Regulatory subunit of protein phosphatase PP4; presence of Psy4p in the PP4 complex (along with catalytic subunit Pph3p and Psy2p) is required for dephosphorylation of the histone variant H2AX, but not for dephosphorylation of Rad53p, during recovery from the DNA damage checkpoint; localization is cell-cycle dependent and regulated by Cdc28p phosphorylation; required for cisplatin resistance; homolog of mammalian R2"	D	198	337	182
>YBL046W PSY4 SGDID:S000000142, Chr II from 132424-133749, Genome Release 64-2-1, Verified ORF, "Regulatory subunit of protein phosphatase PP4; presence of Psy4p in the PP4 complex (along with catalytic subunit Pph3p and Psy2p) is required for dephosphorylation of the histone variant H2AX, but not for dephosphorylation of Rad53p, during recovery from the DNA damage checkpoint; localization is cell-cycle dependent and regulated by Cdc28p phosphorylation; required for cisplatin resistance; homolog of mammalian R2"	S	335	440	42
>YBL047C EDE1 SGDID:S000000143, Chr II from 132040-127895, Genome Release 64-2-1, reverse complement, Verified ORF, "Scaffold protein involved in the formation of early endocytic sites; putative regulator of cytokinesis; homo-oligomerization is required for localization to and organization of endocytic sites; has a network of interactions with other endocytic proteins; binds membranes in a ubiquitin-dependent manner; may also bind ubiquitinated membrane-associated proteins; interacts with Cmk2 and functions upstream of CMK2 in regulating non-apoptotic cell death; homolog of mammalian Eps15"	S	241	1309	191
>YBL047C EDE1 SGDID:S000000143, Chr II from 132040-127895, Genome Release 64-2-1, reverse complement, Verified ORF, "Scaffold protein involved in the formation of early endocytic sites; putative regulator of cytokinesis; homo-oligomerization is required for localization to and organization of endocytic sites; has a network of interactions with other endocytic proteins; binds membranes in a ubiquitin-dependent manner; may also bind ubiquitinated membrane-associated proteins; interacts with Cmk2 and functions upstream of CMK2 in regulating non-apoptotic cell death; homolog of mammalian Eps15"	Q	617	886	107
>YBL047C EDE1 SGDID:S000000143, Chr II from 132040-127895, Genome Release 64-2-1, reverse complement, Verified ORF, "Scaffold protein involved in the formation of early endocytic sites; putative regulator of cytokinesis; homo-oligomerization is required for localization to and organization of endocytic sites; has a network of interactions with other endocytic proteins; binds membranes in a ubiquitin-dependent manner; may also bind ubiquitinated membrane-associated proteins; interacts with Cmk2 and functions upstream of CMK2 in regulating non-apoptotic cell death; homolog of mammalian Eps15"	A	550	575	53
>YBL051C PIN4 SGDID:S000000147, Chr II from 124759-122753, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein involved in G2/M phase progression and response to DNA damage; interacts with Rad53p; contains an RNA recognition motif, a nuclear localization signal, and several SQ/TQ cluster domains; hyperphosphorylated in response to DNA damage"	S	189	656	160
